name,CIK,location_untrusted_source,name_worker_1,name_worker_2,worker_agreement_exact,worker agreement,domain_worker_1,domain_worker_2,website_domain,worker_agreement_exact,worker agreement,city_worker_1,city_worker_2,city,worker_agreement_exact,worker agreement,province_worker_1,province_worker_2,province,worker_agreement_exact,worker agreement,country_worker_1,country_worker_2,country,worker_agreement_exact,worker agreement,employees_worker_1,employees_worker_2,employees_worker_2_integer,employees,worker_agreement_exact,worker agreement,worker_agreement_approximate,serial_number_worker_1,serial_number_worker_2,serial_number,worker_agreement_exact,worker agreement,source_worker_1,matching_year,matching_cik,source_worker_2,matching_year,matching_cik,worker_agreement_exact,worker agreement,source,source_serial_number,confidence
EQT CORPORATION,33213,"Pittsburgh, Pennsylvania",EQT CORPORATION,EQT CORPORATION,1,1,eqt.com,eqt.com,eqt.com,1,1,Pittsburgh,Pittsburgh,Pittsburgh,1,1,Pennsylvania,Pennsylvania,Pennsylvania,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,744,744,744,100,1,1,1,25-0464690,25-0464690,25-0464690,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/33213/000003321323000008/eqt-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/33213/000003321323000008/eqt-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/33213/000003321323000008/eqt-20221231.htm,,0.9
EQUIFAX INC.,33185,"Atlanta, Georgia",EQUIFAX INC.,EQUIFAX INC.,1,1,equifax.com,equifax.com,equifax.com,1,1,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,14000,14000,14000,10000,0,1,1,58-0401110,58-0401110,58-0401110,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/33185/000003318523000012/efx-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/33185/000003318523000012/efx-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/33185/000003318523000012/efx-20221231.htm,,0.9
"EQUINIX, INC.",1101239,"Redwood City, California","EQUINIX, INC.","EQUINIX, INC.",1,1,equinix.com,equinix.com,equinix.com,1,1,Redwood City,Redwood City,Redwood City,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,12097,12097,12097,10000,0,1,1,77-0487526,77-0487526,77-0487526,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001101239/000162828023004039/eqix-20221231.htm,83,52,https://www.sec.gov/ix?doc=/Archives/edgar/data/1101239/000162828023004039/eqix-20221231.htm,80,49,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1101239/000162828023004039/eqix-20221231.htm,,0.9
EQUITY RESIDENTIAL,906107,"Chicago, Illinois",EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,1,1,equityapartments.com,equityapartments.com,equityapartments.com,1,1,Chicago,Chicago,Chicago,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,2400,2400,2400,1000,0,1,1,13-3675988,13-3675988,13-3675988,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/906107/000095017023003060/eqr-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/906107/000095017023003060/eqr-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/906107/000095017023003060/eqr-20221231.htm,,0.9
"ESSEX PROPERTY TRUST, INC.",920522,"San Mateo, California","ESSEX PROPERTY TRUST, INC.","ESSEX PROPERTY TRUST, INC.",1,1,essexapartmenthomes.com,essex.com,essex.com,0,0,San Mateo,San Mateo,San Mateo,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,1722,1772,1772,1000,0,0,1,77-0369576,77-0369576,77-0369576,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/920522/000092052223000005/ess-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/920522/000092052223000005/ess-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/920522/000092052223000005/ess-20221231.htm,,0.9
The Estée Lauder Companies Inc.,1001250,"New York City, New York",The Estée Lauder Companies Inc.,The Estée Lauder Companies Inc.,1,1,esteelauder.com,elcompanies.com,elcompanies.com,0,0,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,63000,63000,63000,10000,0,1,1,11-2408943,11-2408943,11-2408943,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1001250/000100125022000122/el-20220630.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1001250/000100125022000122/el-20220630.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1001250/000100125022000122/el-20220630.htm,,0.9
"ETSY, INC.",1370637,"New York City, New York","ETSY, INC.","ETSY, INC.",1,1,etsy.com,etsy.com,etsy.com,1,1,Brooklyn,Hamilton,Hamilton,0,0,New York,,,0,0,United States of America (the),United States of America (the),United States of America (the),1,1,2790,2790,2790,1000,0,1,1,20-4898921,20-4898921,20-4898921,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1370637/000137063723000017/etsy-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1370637/000137063723000017/etsy-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1370637/000137063723000017/etsy-20221231.htm,,0.9
"EVEREST RE GROUP, LTD.",1095073,"Hamilton, Bermuda","EVEREST RE GROUP, LTD.","EVEREST RE GROUP, LTD.",1,1,,everestre.com,everestre.com,0,0,Hamilton,Hamilton,Hamilton,1,1,Bermuda,,,0,0,United States of America (the),United States of America (the),Bermuda,1,1,2428,2428,2428,1000,0,1,1,98-0365432,98-0365432,26918,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1095073/000109507323000007/re-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1095073/000109507323000007/re-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1095073/000109507323000007/re-20221231.htm,https://www.registrarofcompanies.gov.bm/bmroc-capr/viewInstance/view.html?id=17ebe370d468cb9218a82eab7df8d9d907f52f9b7c9c7f05&_timestamp=1408783529513649,0.9
"EVERGY, INC.",1711269,"Kansas City, Missouri","EVERGY, INC.","EVERGY, INC.",1,1,evergy.com,evergy.com,evergy.com,1,1,Kansas City,Kansas City,Kansas City,1,1,Missouri,Missouri,Missouri,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,4512,4512,4512,1000,0,1,1,82-2733395,82-2733395,82-2733395,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711269/000171126923000011/evrg-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711269/000171126923000011/evrg-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711269/000171126923000011/evrg-20221231.htm,,0.9
EVERSOURCE ENERGY,72741,"Hartford, Connecticut",EVERSOURCE ENERGY,EVERSOURCE ENERGY,1,1,eversource.com,eversource.com,eversource.com,1,1,Springfield,Hartford,Hartford,0,0,Massachusetts,Connecticut,Connecticut,0,0,United States of America (the),United States of America (the),United States of America (the),1,1,9626,9626,9626,1000,0,1,1,04-2147929,04-2147929,04-2147929,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/72741/000007274123000004/es-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/72741/000007274123000004/es-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/72741/000007274123000004/es-20221231.htm,,0.9
EXELON CORPORATION,1109357,"Chicago, Illinois",EXELON CORPORATION,EXELON CORPORATION,0,1,exeloncorp.com,exeloncorp.com,exeloncorp.com,1,1,Chicago,Chicago,Chicago,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,19063,19063,19063,10000,0,1,1,23-2990190,23-2990190,23-2990190,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109357/000110935723000018/exc-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109357/000110935723000018/exc-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109357/000110935723000018/exc-20221231.htm,,0.9
"EXPEDIA GROUP, INC.",1324424,"Seattle, Washington","EXPEDIA GROUP, INC.","EXPEDIA GROUP, INC.",1,1,expediagroup.com,expediagroup.com,expediagroup.com,1,1,Seattle,Seattle,Seattle,1,1,Washington,Washington,Washington,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,16500,16500,16500,10000,0,1,1,20-2705720,20-2705720,20-2705720,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1324424/000132442423000007/expe-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1324424/000132442423000007/expe-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1324424/000132442423000007/expe-20221231.htm,,0.9
"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",746515,"Seattle, Washington","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",1,1,,expeditors.com,expeditors.com,0,0,Seattle,Seattle,Seattle,1,1,Washington,Washington,Washington,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,20000,20000,20000,10000,0,1,1,91-1069248,91-1069248,91-1069248,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/746515/000095017023005412/expd-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/746515/000095017023005412/expd-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/746515/000095017023005412/expd-20221231.htm,,0.9
EXTRA SPACE STORAGE INC.,1289490,"Salt Lake City, Utah",EXTRA SPACE STORAGE INC.,EXTRA SPACE STORAGE INC.,1,1,,extraspace.com,extraspace.com,0,0,Salt Lake City,Salt Lake City,Salt Lake City,1,1,Utah,Utah,Utah,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,4781,4781,4781,1000,0,1,1,20-1076777,20-1076777,20-1076777,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1289490/000162828023005628/exr-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1289490/000162828023005628/exr-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1289490/000162828023005628/exr-20221231.htm,,0.9
Exxon Mobil Corporation,34088,"Irving, Texas",Exxon Mobil Corporation,Exxon Mobil Corporation,1,1,exxonmobil.com,exxonmobil.com,exxonmobil.com,1,1,Irving,Irving,Irving,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,62000,228404,228404,10000,0,0,0,13-5409005,13-5409005,13-5409005,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/34088/000003408823000020/xom-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/34088/000003408823000020/xom-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/34088/000003408823000020/xom-20221231.htm,,0.9
"F5, Inc.",1048695,"Seattle, Washington","F5, INC.","F5, Inc.",0,1,f5.com,f5.com,f5.com,1,1,Seattle,Seattle,Seattle,1,1,Washington,Washington,Washington,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,7089,7089,1000,0,0,0,91-1714307,91-1714307,91-1714307,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048695/000104869523000011/ffiv-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048695/000104869522000033/ffiv-20220930.htm,80,49,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048695/000104869522000033/ffiv-20220930.htm,,0.9
FACTSET RESEARCH SYSTEMS INC.,1013237,"Norwalk, Connecticut",FACTSET RESEARCH SYSTEMS INC,FACTSET RESEARCH SYSTEMS INC.,0,0,factset.com,factset.com,factset.com,1,1,Norwalk,Norwalk,Norwalk,1,1,Connecticut,Connecticut,Connecticut,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,11203,11203,11203,10000,0,1,1,13-3362547,13-3362547,13-3362547,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013237/000101323722000159/fds-20220831.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013237/000101323722000159/fds-20220831.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013237/000101323722000159/fds-20220831.htm,,0.9
Fair Isaac Corporation,814547,"Bozeman, Montana",Fair Isaac Corporation,Fair Isaac Corporation,1,1,fico.com,fico.com,fico.com,1,1,Bozeman,Bozeman,Bozeman,1,1,Montana,Montana,Montana,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,3404,3404,3404,1000,0,1,1,94-1499887,94-1499887,94-1499887,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/814547/000081454722000016/fico-20220930.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/814547/000081454722000016/fico-20220930.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/814547/000081454722000016/fico-20220930.htm,,0.9
FASTENAL COMPANY,815556,"Winona, Minnesota",FASTENAL COMPANY,FASTENAL COMPANY,0,1,fastenal.com,fastenal.com,fastenal.com,1,1,Winona,Winona,Winona,1,1,Minnesota,Minnesota,Minnesota,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,22386,22386,10000,0,0,0,41-0948415,41-0948415,41-0948415,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/815556/000081555623000009/fast-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/815556/000081555623000009/fast-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/815556/000081555623000009/fast-20221231.htm,,0.9
FEDERAL REALTY INVESTMENT TRUST,34903,"Rockville, Maryland",FEDERAL REALTY INVESTMENT TRUST,FEDERAL REALTY INVESTMENT TRUST,1,1,federalrealty.com,federalrealty.com,federalrealty.com,1,1,North Bethesda,Rockville,Rockville,0,0,Maryland,Maryland,Maryland,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,322,314,314,100,0,0,1,87-3916363,87-3916363,87-3916363,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/34903/000003490323000020/frt-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/34903/000003490323000020/frt-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/34903/000003490323000020/frt-20221231.htm,,0.9
FedEx Corporation,1048911,"Memphis, Tennessee",FedEx Corporation,FedEx Corporation,1,1,fedex.com,fedex.com,fedex.com,1,1,Memphis,Memphis,Memphis,1,1,Tennessee,Tennessee,Tennessee,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,250000,11000,11000,10000,0,0,0,62-1721435,62-1721435,62-1721435,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048911/000095017022012762/fdx-20220531.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048911/000095017022012762/fdx-20220531.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048911/000095017022012762/fdx-20220531.htm,,0.9
Fifth Third Bancorp,35527,"Cincinnati, Ohio",FIFTH THIRD BANCORP,Fifth Third Bank,0,0,53.com,53.com,53.com,1,1,Cincinnati,Cincinnati,Cincinnati,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,19319,19319,19319,10000,0,1,1,31-0854434,31-0854434,31-0854434,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/35527/000003552723000122/fitb-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/35527/000003552723000122/fitb-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/35527/000003552723000122/fitb-20221231.htm,,0.9
"First Solar, Inc.",1274494,"Tempe, Arizona","First Solar, Inc.","First Solar, Inc.",1,1,firstsolar.com,firstsolar.com,firstsolar.com,1,1,Tempe,Tempe,Tempe,1,1,Arizona,Arizona,Arizona,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,5500,5500,5500,1000,0,1,1,20-4623678,20-4623678,20-4623678,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1274494/000127449423000002/fslr-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1274494/000127449423000002/fslr-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1274494/000127449423000002/fslr-20221231.htm,,0.9
FIRSTENERGY CORP,1031296,"Akron, Ohio",FIRSTENERGY CORP,FIRSTENERGY CORP,1,1,firstenergycorp.com,firstenergycorp.com,firstenergycorp.com,1,1,Akron,Akron,Akron,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,12335,12335,12335,10000,0,1,1,34-1843785,34-1843785,34-1843785,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1031296/000103129623000014/fe-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1031296/000103129623000014/fe-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1031296/000103129623000014/fe-20221231.htm,,0.9
"Fidelity National Information Services, Inc.",1136893,"Jacksonville, Florida","Fidelity National Information Services, Inc.","Fidelity National Information Services, Inc.",1,1,fisglobal.com,fisglobal.com,fisglobal.com,1,1,Jacksonville,Jacksonville,Jacksonville,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,69000,69000,69000,10000,0,1,1,37-1490331,37-1490331,37-1490331,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1136893/000113689323000028/fis-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1136893/000113689323000028/fis-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1136893/000113689323000028/fis-20221231.htm,,0.9
"Fiserv, Inc.",798354,"Brookfield, Wisconsin","Fiserv, Inc.","Fiserv, Inc.",1,1,fiserv.com,fiserv.com,fiserv.com,1,1,Brookfield,Brookfield,Brookfield,1,1,Wisconsin,Wisconsin,Wisconsin,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,41000,41000,41000,10000,0,1,1,39-1506125,39-1506125,39-1506125,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/798354/000079835423000004/fisv-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/798354/000079835423000004/fisv-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/798354/000079835423000004/fisv-20221231.htm,,0.9
"FLEETCOR Technologies, Inc.",1175454,"Atlanta, Georgia","FLEETCOR Technologies, Inc.","FLEETCOR Technologies, Inc.",1,1,fleetcor.com,fleetcor.com,fleetcor.com,1,1,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,9900,9900,9900,1000,0,1,1,72-1074903,72-1074903,72-1074903,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1175454/000162828023005444/flt-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1175454/000162828023005444/flt-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1175454/000162828023005444/flt-20221231.htm,,0.9
FMC CORPORATION,37785,"Philadelphia, Pennsylvania",FMC CORPORATION,FMC CORPORATION,1,1,fmc.com,fmc.com,fmc.com,1,1,Philadelphia,Philadelphia,Philadelphia,1,1,Pennsylvania,Pennsylvania,Pennsylvania,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,6600,6600,6600,1000,0,1,1,94-0479804,94-0479804,94-0479804,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/37785/000003778523000019/fmc-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/37785/000003778523000019/fmc-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/37785/000003778523000019/fmc-20221231.htm,,0.9
Ford Motor Company,37996,"Dearborn, Michigan",Ford Motor Company,Ford Motor Company,1,1,ford.com,ford.com,ford.com,1,1,Dearborn,Dearborn,Dearborn,1,1,Michigan,Michigan,Michigan,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,173000,173000,173000,100000,0,1,0,38-0549190,38-0549190,38-0549190,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/37996/000003799623000012/f-20221231.htm,75,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/37996/000003799623000012/f-20221231.htm,75,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/37996/000003799623000012/f-20221231.htm,,0.9
"FORTINET, INC.",1262039,"Sunnyvale, California","FORTINET, INC.","FORTINET, INC.",0,1,fortinet.com,fortinet.com,fortinet.com,1,1,Sunnyvale,Sunnyvale,Sunnyvale,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,12595,12595,10000,0,0,0,77-0560389,77-0560389,77-0560389,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1262039/000126203923000010/ftnt-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1262039/000126203923000010/ftnt-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1262039/000126203923000010/ftnt-20221231.htm,,0.9
